,bill_id,alternate_bill_id,bill_name,bill_text_url,bill_summary,bill_sponsors,action_on_branch,action_date,action_text,Category
187,H248,,Restore Longevity for Teachers.,https://www.ncleg.gov/sessions/2019/bills/house/html/H248v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/248/2019-2020%20Session/H248,"Charles Graham; Ashton Wheeler Clemmons; Howard J. Hunter, III; Garland E. Pierce; Gale Adcock; John Ager; John Autry; Cynthia Ball; Chaz Beasley; Mary Belk; MaryAnn Black; Cecil Brockman; Deb Butler; Becky Carney; Christy Clark; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Terry E. Garrison; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Rachel Hunt; Verla Insko; Darren G. Jackson; Joe John; Brandon Lofton; Marvin W. Lucas; Nasif Majeed; Graig R. Meyer; Derwin L. Montgomery; Marcia Morey; Joe Sam Queen; Amos L. Quick, III; Robert T. Reives, II; Kandie D. Smith; Raymond E. Smith, Jr.; Evelyn Terry; Brian Turner; Julie von Haefen; Donna McDowell White; Michael H. Wray",H,3/4/2019,"Ref to the Com on Education - K-12, if favorable, Appropriations, Education, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Education
693,H703,,Southern Regional AHEC Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H703v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/703/2019-2020%20Session/H703,David R. Lewis; John Szoka; William D. Brisson; Marvin W. Lucas; Gale Adcock; Brenden H. Jones; Garland E. Pierce; Larry C. Strickland,H,4/11/2019,"Ref to the Com on Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
189,H25,,School Calendar Flexibility/Moore County.,https://www.ncleg.gov/sessions/2019/bills/house/html/H25v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/25/2019-2020%20Session/H25,"Allen McNeill; James L. Boles, Jr.; Gale Adcock; Becky Carney; Rosa U. Gill; Howard J. Hunter, III; Robert T. Reives, II; Dennis Riddell; Wayne Sasser; Michael Speciale",H,2/6/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
1020,H999,,"Revise, Study, & Fund LEP Allotment.",https://www.ncleg.gov/sessions/2019/bills/house/html/H999v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/999/2019-2020%20Session/H999,"Graig R. Meyer; John Ager; John Autry; MaryAnn Black; Allison A. Dahle; Susan C. Fisher; Rosa U. Gill; Pricey Harrison; Carolyn G. Logan; Nasif Majeed; Marcia Morey; Raymond E. Smith, Jr.",H,4/29/2019,"Ref to the Com on Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
289,H34,,School Calendar Flex./Certain School Systems.,https://www.ncleg.gov/sessions/2019/bills/house/html/H34v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/34/2019-2020%20Session/H34,"Allen McNeill; Pat B. Hurley; Gale Adcock; Becky Carney; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Howard J. Hunter, III; Robert T. Reives, II; Dennis Riddell; David Rogers; Michael Speciale; Michael H. Wray",H,2/7/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
1239,S296,H389,ABC/Univ Athletic Facility.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S296v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/296/2019-2020%20Session/S296,"Rick Gunn; Bill Rabon; Danny Earl Britt, Jr.",S,3/20/2019,"Re-ref to Education/Higher Education. If fav, re-ref to Commerce and Insurance. If fav, re-ref to Rules and Operations of the Senate",Education
387,H428,S329,K-3 Reading and Literacy Improvement Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H428v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/428/2019-2020%20Session/H428,"Rachel Hunt; Kandie D. Smith; Susan C. Fisher; Allison A. Dahle; Gale Adcock; John Autry; Cynthia Ball; Sydney Batch; MaryAnn Black; Cecil Brockman; Becky Carney; Ashton Wheeler Clemmons; Terry E. Garrison; Rosa U. Gill; Charles Graham; Wesley Harris, PhD; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Howard J. Hunter, III; Verla Insko; Marvin W. Lucas; Nasif Majeed; Grier Martin; Graig R. Meyer; Marcia Morey; Garland E. Pierce; Joe Sam Queen; Amos L. Quick, III; William O. Richardson; C. Ray Russell; Evelyn Terry; Julie von Haefen; Michael H. Wray",H,3/25/2019,"Ref to the Com on Education - K-12, if favorable, Appropriations, Education, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Education
1332,S38,,Class Size Reporting/Principal.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S38v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/38/2019-2020%20Session/S38,Rick Horner,S,2/13/2019,"Re-ref to Education/Higher Education. If fav, re-ref to Rules and Operations of the Senate",Education
200,H26,,School Calendar Flexibility/Johnston County.,https://www.ncleg.gov/sessions/2019/bills/house/html/H26v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/26/2019-2020%20Session/H26,"Larry C. Strickland; Donna McDowell White; John R. Bell, IV; Becky Carney; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Howard J. Hunter, III; Allen McNeill; Robert T. Reives, II; Dennis Riddell; David Rogers; Wayne Sasser; Michael Speciale",H,2/7/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
998,H979,,High-Quality Teacher Professional Development.,https://www.ncleg.gov/sessions/2019/bills/house/html/H979v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/979/2019-2020%20Session/H979,"Cynthia Ball; D. Craig Horn; Rosa U. Gill; John Autry; Mary Belk; Carla D. Cunningham; Allison A. Dahle; Terence Everitt; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Terry E. Garrison; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Rachel Hunt; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Marcia Morey; Amos L. Quick, III; C. Ray Russell; Evelyn Terry; Michael H. Wray",H,4/26/2019,"Ref to the Com on Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
494,H524,,Additional Funds for School Nurses.,https://www.ncleg.gov/sessions/2019/bills/house/html/H524v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/524/2019-2020%20Session/H524,"Donna McDowell White; D. Craig Horn; Carla D. Cunningham; Gale Adcock; John Ager; Cynthia Ball; Mary Belk; MaryAnn Black; Cecil Brockman; Deb Butler; Becky Carney; Christy Clark; Ashton Wheeler Clemmons; Kevin Corbin; Allison A. Dahle; Terence Everitt; Susan C. Fisher; Bobby Hanig; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Rachel Hunt; Howard J. Hunter, III; Verla Insko; Darren G. Jackson; Joe John; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Garland E. Pierce; Larry G. Pittman; Amos L. Quick, III; Robert T. Reives, II; William O. Richardson; C. Ray Russell; Wayne Sasser; Larry C. Strickland; Evelyn Terry; Julie von Haefen; Michael H. Wray",H,4/1/2019,"Ref to the Com on Education - K-12, if favorable, Appropriations, Education, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Education
202,H261,,School Calendar Flex/Roanoke Rapids/Halifax.,https://www.ncleg.gov/sessions/2019/bills/house/html/H261v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/261/2019-2020%20Session/H261,"Michael H. Wray; Gale Adcock; Becky Carney; Charles Graham; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Howard J. Hunter, III; Marvin W. Lucas; Nasif Majeed; Allen McNeill; Amos L. Quick, III; Dennis Riddell",H,3/5/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
54,H128,,High Achieving Tuition Scholarships.,https://www.ncleg.gov/sessions/2019/bills/house/html/H128v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/128/2019-2020%20Session/H128,"Jeffrey Elmore; Pat B. Hurley; Ken Goodman; Julia C. Howard; John Ager; Mary Belk; MaryAnn Black; Cecil Brockman; Deb Butler; John Faircloth; Charles Graham; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Verla Insko; Joe John; Marvin W. Lucas; Robert T. Reives, II; David Rogers; Evelyn Terry; Michael H. Wray",H,3/12/2019,"Re-ref Com On Appropriations, Education",Education
13,H101,,School Calendar Flex/Certain School Systems.,https://www.ncleg.gov/sessions/2019/bills/house/html/H101v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/101/2019-2020%20Session/H101,"Kyle Hall; Sarah Stevens; Jerry Carter; Gale Adcock; Becky Carney; Charles Graham; Pricey Harrison; Howard J. Hunter, III; Marvin W. Lucas; Nasif Majeed; Allen McNeill; Amos L. Quick, III; Robert T. Reives, II; Donna McDowell White",H,2/20/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
647,H662,,UNC Data Analytics/Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H662v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/662/2019-2020%20Session/H662,John A. Fraley; Cecil Brockman; Pricey Harrison; Evelyn Terry,H,4/10/2019,"Ref to the Com on Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
777,H78,,Academic Alignment/Certain School Systems.,https://www.ncleg.gov/sessions/2019/bills/house/html/H78v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/78/2019-2020%20Session/H78,D. Craig Horn; David Rogers; John A. Fraley; Dean Arp; Dennis Riddell; Harry Warren,H,2/14/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
849,H844,,Reduce School Bus Replacement Restrictions.,https://www.ncleg.gov/sessions/2019/bills/house/html/H844v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/844/2019-2020%20Session/H844,John A. Torbett; Joe John,H,4/18/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
76,H148,,School Calendar Flexibility/Hoke County.,https://www.ncleg.gov/sessions/2019/bills/house/html/H148v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/148/2019-2020%20Session/H148,"Garland E. Pierce; Gale Adcock; John Autry; Becky Carney; Jean Farmer-Butterfield; Charles Graham; Pricey Harrison; Howard J. Hunter, III; Donny Lambeth; Marvin W. Lucas; Nasif Majeed; Allen McNeill; Amos L. Quick, III; Robert T. Reives, II; Dennis Riddell; David Rogers; Wayne Sasser",H,2/25/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
833,H83,,School Calendar Flex/Certain School Systems.,https://www.ncleg.gov/sessions/2019/bills/house/html/H83v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/83/2019-2020%20Session/H83,"Larry W. Potts; Steve Jarvis; Gale Adcock; Becky Carney; Pricey Harrison; Amos L. Quick, III; Dennis Riddell; Michael Speciale",H,2/14/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
865,H859,S580,Classroom Supplies to Teachers.,https://www.ncleg.gov/sessions/2019/bills/house/html/H859v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/859/2019-2020%20Session/H859,Jason Saine; Jeffrey Elmore,H,4/18/2019,"Ref to the Com on Education - K-12, if favorable, Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
740,H746,,Revise Students in Crisis Grants.,https://www.ncleg.gov/sessions/2019/bills/house/html/H746v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/746/2019-2020%20Session/H746,"Sarah Stevens; Pricey Harrison; Raymond E. Smith, Jr.",H,4/16/2019,"Ref to the Com on Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
841,H837,,School Calendar Flex/Low Performing Schools.,https://www.ncleg.gov/sessions/2019/bills/house/html/H837v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/837/2019-2020%20Session/H837,"Cecil Brockman; Dennis Riddell; Charles Graham; Marvin W. Lucas; Graig R. Meyer; Amos L. Quick, III",H,4/18/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
598,H618,S661,UNC HBCU Funding Parity/NC A&T Doc. Programs.,https://www.ncleg.gov/sessions/2019/bills/house/html/H618v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/618/2019-2020%20Session/H618,"Raymond E. Smith, Jr.; Nasif Majeed; Kelly M. Alexander, Jr.; John Autry; Cecil Brockman; Jean Farmer-Butterfield; Rosa U. Gill; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Howard J. Hunter, III; Carolyn G. Logan; Garland E. Pierce; Evelyn Terry; Shelly Willingham; Michael H. Wray",H,4/8/2019,"Ref to the Com on Appropriations, Education, if favorable, Rules, Calendar, and Operations of the House",Education
310,H359,,$15/Hour Min. Pay for Noncert. Sch. Employees.,https://www.ncleg.gov/sessions/2019/bills/house/html/H359v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/359/2019-2020%20Session/H359,"Terence Everitt; Jon Hardister; Rena W. Turner; Darren G. Jackson; Gale Adcock; John Ager; Kelly M. Alexander, Jr.; John Autry; Cynthia Ball; Chaz Beasley; Mary Belk; William D. Brisson; Cecil Brockman; Deb Butler; Christy Clark; Ashton Wheeler Clemmons; Kevin Corbin; Carla D. Cunningham; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Terry E. Garrison; Rosa U. Gill; Charles Graham; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Howard J. Hunter, III; Frank Iler; Verla Insko; Joe John; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Graig R. Meyer; Derwin L. Montgomery; Marcia Morey; Garland E. Pierce; Amos L. Quick, III; William O. Richardson; C. Ray Russell; Phil Shepard; Raymond E. Smith, Jr.; Larry C. Strickland; Evelyn Terry; Julie von Haefen; Donna McDowell White; Michael H. Wray",H,3/18/2019,"Ref to the Com on Appropriations, Education, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Education
1591,S612,,HS Credit/Dual Enrollment Workforce Training.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S612v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/612/2019-2020%20Session/S612,Deanna Ballard,S,4/9/2019,"Re-ref to Education/Higher Education. If fav, re-ref to Rules and Operations of the Senate",Education
1590,S611,,CTP Programs/Scholarship Eligibility.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S611v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/611/2019-2020%20Session/S611,Deanna Ballard,S,4/9/2019,"Re-ref to Education/Higher Education. If fav, re-ref to Rules and Operations of the Senate",Education
77,H149,,School Calendar Flexibility/Scotland County.,https://www.ncleg.gov/sessions/2019/bills/house/html/H149v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/149/2019-2020%20Session/H149,"Garland E. Pierce; Gale Adcock; John Autry; Becky Carney; Jean Farmer-Butterfield; Rosa U. Gill; Charles Graham; Pricey Harrison; Howard J. Hunter, III; Donny Lambeth; Marvin W. Lucas; Nasif Majeed; Allen McNeill; Amos L. Quick, III; Robert T. Reives, II; Dennis Riddell; David Rogers; Wayne Sasser",H,2/25/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
73,H145,H362,15-Point Scale For School Performance Grades.,https://www.ncleg.gov/sessions/2019/bills/house/html/H145v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/145/2019-2020%20Session/H145,"Wesley Harris, PhD; John Autry; Brandon Lofton; Christy Clark; John Ager; Kelly M. Alexander, Jr.; Mary Belk; Deb Butler; Becky Carney; Ashton Wheeler Clemmons; Carla D. Cunningham; Jean Farmer-Butterfield; Susan C. Fisher; Terry E. Garrison; Rosa U. Gill; Charles Graham; Pricey Harrison; Zack Hawkins; Carolyn G. Logan; Nasif Majeed",H,2/25/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
307,H356,,Restore Injured Monument/Prosecution.,https://www.ncleg.gov/sessions/2019/bills/house/html/H356v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/356/2019-2020%20Session/H356,Michael Speciale; Keith Kidwell; Larry G. Pittman; Mark Brody,H,3/14/2019,"Ref to the Com on Education - Universities, if favorable, Judiciary, if favorable, Rules, Calendar, and Operations of the House",Education
330,H377,,Reduce Testing.,https://www.ncleg.gov/sessions/2019/bills/house/html/H377v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/377/2019-2020%20Session/H377,"Jeffrey Elmore; Kyle Hall; John R. Bell, IV; Debra Conrad; Cody Henson; Pat B. Hurley; Keith Kidwell; Allen McNeill; Larry G. Pittman; Sarah Stevens; Harry Warren; Larry Yarborough",S,6/19/2019,"Re-ref to Education/Higher Education. If fav, re-ref to Rules and Operations of the Senate",Education
1620,S639,,Education Funding Transparency.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S639v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/639/2019-2020%20Session/S639,Chuck Edwards; Deanna Ballard; Carl Ford; Ralph Hise,S,4/18/2019,"Re-ref to Education/Higher Education. If fav, re-ref to Rules and Operations of the Senate",Education
313,H361,,School Calendar Flexibility/Halifax.,https://www.ncleg.gov/sessions/2019/bills/house/html/H361v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/361/2019-2020%20Session/H361,"Michael H. Wray; Gale Adcock; John Autry; Becky Carney; Elmer Floyd; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Howard J. Hunter, III; Marvin W. Lucas; Amos L. Quick, III; Dennis Riddell; Wayne Sasser",H,3/18/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
70,H142,,School Calendar Flexibility/Pitt County.,https://www.ncleg.gov/sessions/2019/bills/house/html/H142v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/142/2019-2020%20Session/H142,"Chris Humphrey; Gregory F. Murphy, MD; Kandie D. Smith; Gale Adcock; John Autry; Becky Carney; Jean Farmer-Butterfield; Charles Graham; Pricey Harrison; Howard J. Hunter, III; Donny Lambeth; Marvin W. Lucas; Nasif Majeed; Allen McNeill; Amos L. Quick, III; Robert T. Reives, II; Dennis Riddell; David Rogers; Wayne Sasser; Raymond E. Smith, Jr.",H,2/25/2019,"Ref to the Com on Education - K-12, if favorable, Rules, Calendar, and Operations of the House",Education
